DATE,SP500_Returns
2023-11-10,0.015616441094852496
2023-11-13,-0.0008358389332403515
2023-11-14,0.019075017703661823
2023-11-15,0.0015970120755575135
2023-11-16,0.0011904273935798848
2023-11-17,0.0012820490603360213
2023-11-20,0.007390278097329839
2023-11-21,-0.0020209310950652926
2023-11-22,0.00406112922094648
2023-11-24,0.0005968736678840791
2023-11-27,-0.001954157460090089
2023-11-28,0.0009801185306033133
2023-11-29,-0.0009462486392383118
2023-11-30,0.0037840728581564065
2023-12-01,0.005873742123607695
2023-12-04,-0.005408509126972105
2023-12-05,-0.0005688697261614362
2023-12-06,-0.003906202808869552
2023-12-07,0.007968189065892917
2023-12-08,0.00409549786994079
2023-12-11,0.003924494286698943
2023-12-12,0.00459935752021523
2023-12-13,0.013650676351045998
2023-12-14,0.0026470624846992585
2023-12-15,-7.62494933082003e-05
2023-12-18,0.004528344366900416
2023-12-19,0.005866407818910568
2023-12-20,-0.014684266911006771
2023-12-21,0.010301467821202559
2023-12-22,0.0016600585268868873
2023-12-26,0.0042316894655107795
2023-12-27,0.0014304577464787638
2023-12-28,0.0003701746080437829
2023-12-29,-0.0028264750133749628
2024-01-02,-0.005660579005492328
2024-01-03,-0.008016314922730805
2024-01-04,-0.0034283812973570083
2024-01-05,0.0018256861788026324
2024-01-08,0.014114629309846638
2024-01-09,-0.0014779006799081618
2024-01-10,0.00566597189372442
2024-01-11,-0.0006710555783868699
2024-01-12,0.0007509755941104146
2024-01-16,-0.0037313402367431525
2024-01-17,-0.005616897183990499
2024-01-18,0.008805260963896
2024-01-19,0.012313502764936146
2024-01-22,0.0021943252026270788
2024-01-23,0.002921374261968035
2024-01-24,0.0008119284117831249
2024-01-25,0.005260365527706368
2024-01-26,-0.0006517852510764532
2024-01-29,0.007556774896180896
2024-01-30,-0.0006006499345398986
2024-01-31,-0.016105744611597972
2024-02-01,0.012493688211609788
2024-02-02,0.01068444607751462
2024-02-05,-0.0031863375266721894
2024-02-06,0.0023104108269635937
2024-02-07,0.008241457963390042
2024-02-08,0.0005705832608251526
2024-02-09,0.0057423415255595245
2024-02-12,-0.0009489536011326738
2024-02-13,-0.013674255653625456
2024-02-14,0.009579763275017639
2024-02-15,0.005821250684729495
2024-02-16,-0.0048034698371121065
2024-02-20,-0.006005322001165325
2024-02-21,0.001264199922982101
2024-02-22,0.02112288421741404
2024-02-23,0.0003479475462115911
2024-02-26,-0.003786751350190576
2024-02-27,0.0017063496993998672
2024-02-28,-0.001658155060430544
2024-02-29,0.005229094697149161
2024-03-01,0.00800782894888763
2024-03-04,-0.0011932620709189656
2024-03-05,-0.010193100883444606
2024-03-06,0.005141103203274655
2024-03-07,0.010304127925951478
2024-03-08,-0.0065285190034379825
2024-03-11,-0.001122238087346461
2024-03-12,0.011201787981366396
2024-03-13,-0.0019245297153407392
2024-03-14,-0.0028710915621273925
2024-03-15,-0.006482917484461503
2024-03-18,0.006318059504952345
2024-03-19,0.0056491496501236416
2024-03-20,0.008904173912846591
2024-03-21,0.0032365354015160275
2024-03-22,-0.0014021878490156903
2024-03-25,-0.0030549644525015296
2024-03-26,-0.002799795225030266
2024-03-27,0.008630626525532925
2024-03-28,0.0011164855071790214
2024-04-01,-0.0020135845401164643
2024-04-02,-0.0072390590731691296
2024-04-03,0.001091122364688113
2024-04-04,-0.012334336350379616
2024-04-05,0.011099194174331695
2024-04-08,-0.00037463099831791524
2024-04-09,0.0014454931932483817
2024-04-10,-0.009456980649108493
2024-04-11,0.007444797710585593
2024-04-12,-0.01455068829580164
2024-04-15,-0.01202135494776202
2024-04-16,-0.0020565070133361507
2024-04-17,-0.005780602724641426
2024-04-18,-0.002208160119998248
2024-04-19,-0.00875854812743615
2024-04-22,0.008731248071466746
2024-04-23,0.011964576270872662
2024-04-24,0.0002130100613548791
2024-04-25,-0.004576430353515626
2024-04-26,0.01020914263474304
2024-04-29,0.0031784486665891176
2024-04-30,-0.01573051358686217
2024-05-01,-0.0034354388154940185
2024-05-02,0.009128437077573048
2024-05-03,0.012556739721478527
2024-05-06,0.01032612390701182
2024-05-07,0.0013434298232750663
2024-05-08,-5.835618166138978e-06
2024-05-09,0.005090947698625836
2024-05-10,0.001649398844549843
2024-05-13,-0.00024130405535727206
2024-05-14,0.004837813139759728
2024-05-15,0.011715927882596233
2024-05-16,-0.0020816677921287052
2024-05-17,0.0011647735102702228
2024-05-20,0.0009163899374069473
2024-05-21,0.002501874243978186
2024-05-22,-0.002706123039226127
2024-05-23,-0.0073807894850155265
2024-05-24,0.0070010425881694704
2024-05-28,0.0002488018529340774
2024-05-29,-0.007367046509680453
2024-05-30,-0.005975035585443322
2024-05-31,0.00802787620486467
2024-06-03,0.0011160825806737495
2024-06-04,0.0015028090913065117
2024-06-05,0.011847649793331305
2024-06-06,-0.00019981663563317653
2024-06-07,-0.0011152197300303701
2024-06-10,0.0025808546645145203
